2024-07-24 01:45:54.887 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 17.0.7 on zhengbiaodeMacBook-Air.local with PID 27362 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-07-24 01:51:30.632 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 17.0.7 on zhengbiaodeMacBook-Air.local with PID 27362 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-07-24 01:51:30.634 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-07-24 01:51:30.971 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-07-24 01:51:31.074 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 101 ms. Found 2 JPA repository interfaces. -- 
2024-07-24 01:51:31.237 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-07-24 01:51:31.240 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-07-24 01:51:31.240 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-07-24 01:51:31.240 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-07-24 01:51:31.260 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-07-24 01:51:31.260 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 615 ms -- 
2024-07-24 01:51:31.295 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Starting... -- 
2024-07-24 01:51:31.333 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Start completed. -- 
2024-07-24 01:51:31.450 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-07-24 01:51:31.818 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-07-24 01:51:31.932 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-07-24 01:51:31.951 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-07-24 01:51:31.990 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 0a12d520-58f0-4e8b-9871-9c2840b5d564
 -- 
2024-07-24 01:51:32.005 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@c5b50db, org.springframework.security.web.context.SecurityContextPersistenceFilter@36388c64, org.springframework.security.web.header.HeaderWriterFilter@47202bfe, org.springframework.web.filter.CorsFilter@15d4b087, org.springframework.security.web.authentication.logout.LogoutFilter@10e79e02, com.freebe.code.web.filter.JWTAuthenticationFilter@1e9646ce, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@cf6060f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4acfb3b4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@323d01ea, org.springframework.security.web.session.SessionManagementFilter@6519b618, org.springframework.security.web.access.ExceptionTranslationFilter@8b65854, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@11a35d5e] -- 
2024-07-24 01:51:32.028 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-07-24 01:51:32.030 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-07-24 01:51:32.160 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 1.639 seconds (JVM running for 341.049) -- 
2024-07-24 01:51:32.164 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-07-24 01:51:39.806 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-07-24 01:51:39.807 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-07-24 01:51:39.810 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 3 ms -- 
2024-07-24 01:52:09.453 [http-nio-8990-exec-4] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: openapi 接口请: 代码块异常] -- 
2024-07-24 01:52:41.944 [http-nio-8990-exec-5] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: openapi 接口请: 无可用代码] -- 
2024-07-24 02:14:46.089 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=17m44s600ms). -- 
2024-07-24 03:21:21.710 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=1h6m35s620ms). -- 
2024-07-24 03:36:57.531 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=15m35s824ms). -- 
2024-07-24 04:57:58.761 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=1h21m1s231ms). -- 
2024-07-24 05:30:40.497 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=32m41s735ms). -- 
2024-07-24 06:34:39.192 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=1h3m58s696ms). -- 
2024-07-24 07:56:20.477 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=1h21m41s285ms). -- 
2024-07-24 08:46:07.224 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=49m46s747ms). -- 
2024-07-24 09:51:36.275 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=1h5m29s51ms). -- 
2024-07-24 10:14:15.769 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=22m39s494ms). -- 
2024-07-24 10:26:49.556 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=12m3s777ms). -- 
2024-07-24 10:37:00.370 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=10m10s813ms). -- 
2024-07-24 10:43:10.464 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-07-24 10:43:10.468 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Shutdown initiated... -- 
2024-07-24 10:43:10.471 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Shutdown completed. -- 
2024-07-24 10:43:15.165 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 17.0.7 on zhengbiaodeAir.lan with PID 27645 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-07-24 10:43:15.167 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-07-24 10:43:15.347 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-07-24 10:43:15.347 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-07-24 10:43:17.642 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-07-24 10:43:17.941 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 292 ms. Found 2 JPA repository interfaces. -- 
2024-07-24 10:43:20.099 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-07-24 10:43:20.137 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-07-24 10:43:20.137 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-07-24 10:43:20.138 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-07-24 10:43:20.332 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-07-24 10:43:20.333 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 4980 ms -- 
