2024-08-15 00:50:17.114 [Thread-8] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 00:50:21.071 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 00:51:24.321 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-15 00:51:24.323 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-15 00:51:24.327 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 3 ms -- 
2024-08-15 00:51:30.889 [http-nio-8990-exec-2] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 18650793245, 模板: 2137122, 参数: 856278 -- 
2024-08-15 01:12:52.253 [Thread-12] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:12:52.258 [Thread-12] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown initiated... -- 
2024-08-15 01:12:52.282 [Thread-12] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown completed. -- 
2024-08-15 01:12:52.861 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:12:52.863 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:12:53.267 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:12:53.327 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 57 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:12:53.546 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:12:53.550 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:12:53.551 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:12:53.551 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:12:53.570 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:12:53.571 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 679 ms -- 
2024-08-15 01:12:53.665 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Starting... -- 
2024-08-15 01:12:53.773 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Start completed. -- 
2024-08-15 01:12:54.282 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:12:55.285 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@13d8975a -- 
2024-08-15 01:12:55.388 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:12:55.521 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:12:55.539 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:12:55.564 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: ba593219-1452-4582-9302-bf8df0ebd9b2
 -- 
2024-08-15 01:12:55.573 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7f0624e4, org.springframework.security.web.context.SecurityContextPersistenceFilter@3a309cf2, org.springframework.security.web.header.HeaderWriterFilter@62584b69, org.springframework.web.filter.CorsFilter@4ad77f20, org.springframework.security.web.authentication.logout.LogoutFilter@3eefe456, com.freebe.code.web.filter.JWTAuthenticationFilter@253fd99, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@16f856e4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@365b5451, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1dd0af1, org.springframework.security.web.session.SessionManagementFilter@63dab634, org.springframework.security.web.access.ExceptionTranslationFilter@53efe179, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6775e724] -- 
2024-08-15 01:12:55.593 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:12:55.597 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:12:56.227 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.562 seconds (JVM running for 13279.325) -- 
2024-08-15 01:12:56.239 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:15:03.575 [Thread-17] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:15:03.599 [Thread-17] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Shutdown initiated... -- 
2024-08-15 01:15:03.633 [Thread-17] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Shutdown completed. -- 
2024-08-15 01:15:04.318 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:15:04.321 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:15:04.729 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:15:04.784 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 52 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:15:04.968 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:15:04.972 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:15:04.973 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:15:04.973 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:15:04.986 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:15:04.987 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 643 ms -- 
2024-08-15 01:15:05.070 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-5 - Starting... -- 
2024-08-15 01:15:05.191 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-5 - Start completed. -- 
2024-08-15 01:15:05.799 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:15:06.545 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@42f92272 -- 
2024-08-15 01:15:06.578 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:15:06.703 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:15:06.721 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:15:06.738 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 65b2a0eb-9839-4147-8281-3f841ea07602
 -- 
2024-08-15 01:15:06.746 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@16930df4, org.springframework.security.web.context.SecurityContextPersistenceFilter@3db113f3, org.springframework.security.web.header.HeaderWriterFilter@1d50fd68, org.springframework.web.filter.CorsFilter@7d5d3632, org.springframework.security.web.authentication.logout.LogoutFilter@2e0b8609, com.freebe.code.web.filter.JWTAuthenticationFilter@24d9a651, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@898f9b6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1239ee70, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6ba45bff, org.springframework.security.web.session.SessionManagementFilter@1cc2ac58, org.springframework.security.web.access.ExceptionTranslationFilter@36906182, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@35cd920a] -- 
2024-08-15 01:15:06.766 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:15:06.769 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:15:07.218 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.215 seconds (JVM running for 13410.316) -- 
2024-08-15 01:15:07.230 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:15:43.295 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-15 01:15:43.298 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-15 01:15:43.300 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 1 ms -- 
2024-08-15 01:23:43.913 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目名称不能为空] -- 
2024-08-15 01:23:52.446 [http-nio-8990-exec-3] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目介绍不能为空] -- 
2024-08-15 01:25:24.465 [http-nio-8990-exec-6] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 只要要有一名项目成员] -- 
2024-08-15 01:25:39.545 [http-nio-8990-exec-9] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 只要要有一名项目成员] -- 
2024-08-15 01:26:07.951 [Thread-21] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:26:07.955 [Thread-21] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-5 - Shutdown initiated... -- 
2024-08-15 01:26:07.971 [Thread-21] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-5 - Shutdown completed. -- 
2024-08-15 01:26:08.766 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:26:08.769 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:26:09.168 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:26:09.228 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 56 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:26:09.504 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:26:09.507 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:26:09.508 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:26:09.508 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:26:09.524 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:26:09.524 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 732 ms -- 
2024-08-15 01:26:09.620 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-6 - Starting... -- 
2024-08-15 01:26:09.743 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-6 - Start completed. -- 
2024-08-15 01:26:10.119 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:26:10.777 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@50787d8d -- 
2024-08-15 01:26:10.826 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:26:10.935 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:26:10.953 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:26:10.966 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: f8efe8da-d2d3-4d11-ae12-9a8992487fc3
 -- 
2024-08-15 01:26:10.973 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7772c0e7, org.springframework.security.web.context.SecurityContextPersistenceFilter@4e250ef5, org.springframework.security.web.header.HeaderWriterFilter@73ea2611, org.springframework.web.filter.CorsFilter@7d2aa83c, org.springframework.security.web.authentication.logout.LogoutFilter@5eaa7270, com.freebe.code.web.filter.JWTAuthenticationFilter@49f3d547, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@43ee4e0a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@611622c8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e16e584, org.springframework.security.web.session.SessionManagementFilter@5b204e34, org.springframework.security.web.access.ExceptionTranslationFilter@703faf34, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@8579741] -- 
2024-08-15 01:26:10.988 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:26:10.992 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:26:11.372 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.983 seconds (JVM running for 14074.457) -- 
2024-08-15 01:26:11.384 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:26:49.886 [Thread-25] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:26:49.893 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-6 - Shutdown initiated... -- 
2024-08-15 01:26:49.931 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-6 - Shutdown completed. -- 
2024-08-15 01:26:50.460 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:26:50.464 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:26:50.825 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:26:50.883 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 54 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:26:51.071 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:26:51.075 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:26:51.075 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:26:51.076 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:26:51.090 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:26:51.090 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 605 ms -- 
2024-08-15 01:26:51.173 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Starting... -- 
2024-08-15 01:26:51.297 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Start completed. -- 
2024-08-15 01:26:51.725 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:26:52.454 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@6e18e98c -- 
2024-08-15 01:26:52.495 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:26:52.603 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:26:52.627 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:26:52.656 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 17b6167b-3201-48e8-a475-b4979a321999
 -- 
2024-08-15 01:26:52.665 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6f533c0a, org.springframework.security.web.context.SecurityContextPersistenceFilter@79b68ba6, org.springframework.security.web.header.HeaderWriterFilter@2c389d5f, org.springframework.web.filter.CorsFilter@797d00b7, org.springframework.security.web.authentication.logout.LogoutFilter@7896188b, com.freebe.code.web.filter.JWTAuthenticationFilter@6a05a40c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2b4b86dc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@43f1248f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2fb08c43, org.springframework.security.web.session.SessionManagementFilter@d9f6514, org.springframework.security.web.access.ExceptionTranslationFilter@73042561, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5ce9f044] -- 
2024-08-15 01:26:52.680 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
